"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX9845510","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845510_SRR13430599_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845510_SRR13430599_2.fastq.gz","SRR13430599","SRX9845510","SAMN17309757","SRS8027216","PRJNA691949","SRP301630","SRA1183599","DCS2015_P12_DC64_CCGTCC.R1.fastq.gz","DC64","DC64","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC64","Illumina HiSeq 2500","ILLUMINA","2183092250","8732369","6565","Crassostrea virginica","Injected group: biological replicate for time point 36 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Injected group: biological replicate for time point 36 hour","a7c06a7ba253b0854c817dc87327fc1c;9d0933d9c6d821a465d804c1173bbce1","613104527;595271352","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/099/SRR13430599/SRR13430599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/099/SRR13430599/SRR13430599_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/099/SRR13430599/SRR13430599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/099/SRR13430599/SRR13430599_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/099/SRR13430599/SRR13430599_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/099/SRR13430599/SRR13430599_2.fastq.gz"
"SRX9845511","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845511_SRR13430598_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845511_SRR13430598_2.fastq.gz","SRR13430598","SRX9845511","SAMN17309758","SRS8027217","PRJNA691949","SRP301630","SRA1183599","DCS2015_P12_DC69_CTTGTA.R1.fastq.gz","DC69","DC69","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC69","Illumina HiSeq 2500","ILLUMINA","1693024250","6772097","6565","Crassostrea virginica","Injected group: biological replicate for time point 28 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Injected group: biological replicate for time point 28 day","2cd5a4d533018fe4d39eed22d21131d7;3d16c1a7a4f3bd072c9f972cbae04456","448380914;453985360","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/098/SRR13430598/SRR13430598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/098/SRR13430598/SRR13430598_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/098/SRR13430598/SRR13430598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/098/SRR13430598/SRR13430598_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/098/SRR13430598/SRR13430598_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/098/SRR13430598/SRR13430598_2.fastq.gz"
"SRX9845512","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845512_SRR13430597_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845512_SRR13430597_2.fastq.gz","SRR13430597","SRX9845512","SAMN17309741","SRS8027218","PRJNA691949","SRP301630","SRA1183599","DCS2015_P10_DC164_GTGAAA.R1.fastq.gz","DC164","DC164","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC164","Illumina HiSeq 2500","ILLUMINA","1884428250","7537713","6565","Crassostrea virginica","Control group: biological replicate for time point 28 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 28 day","c475e8ba91b9d708fbec991b1015d3bd;120bd40e7e5ab9024ae493e6d6a662e2","549338820;531327272","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/097/SRR13430597/SRR13430597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/097/SRR13430597/SRR13430597_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/097/SRR13430597/SRR13430597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/097/SRR13430597/SRR13430597_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/097/SRR13430597/SRR13430597_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/097/SRR13430597/SRR13430597_2.fastq.gz"
"SRX9845513","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845513_SRR13430596_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845513_SRR13430596_2.fastq.gz","SRR13430596","SRX9845513","SAMN17309759","SRS8027219","PRJNA691949","SRP301630","SRA1183599","DP100_GAGTGG_TechRep1.R1.fastq.gz","DP100","DC93","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP100","Illumina HiSeq 2500","ILLUMINA","2723406750","10893627","6565","Crassostrea virginica","Fed group: biological replicate for time point 7 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Fed group: biological replicate for time point 7 day","6bf12184b4fb39d54ed90cfc3fe0ad36;6b6e125401852ce659a790ce8ab30b23","708991441;726358849","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/096/SRR13430596/SRR13430596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/096/SRR13430596/SRR13430596_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/096/SRR13430596/SRR13430596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/096/SRR13430596/SRR13430596_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/096/SRR13430596/SRR13430596_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/096/SRR13430596/SRR13430596_2.fastq.gz"
"SRX9845514","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845514_SRR13430595_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845514_SRR13430595_2.fastq.gz","SRR13430595","SRX9845514","SAMN17309760","SRS8027220","PRJNA691949","SRP301630","SRA1183599","DP101_TAGCTT_TechRep1.R1.fastq.gz","DP101","DC96","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP101","Illumina HiSeq 2500","ILLUMINA","3363720250","13454881","6565","Crassostrea virginica","Fed group: biological replicate for time point 7 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Fed group: biological replicate for time point 7 day","9152eb4f65f8b38e73529901cf04cb18;91ca9561e3a2f98a9472167670929409","897781069;890405550","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/095/SRR13430595/SRR13430595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/095/SRR13430595/SRR13430595_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/095/SRR13430595/SRR13430595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/095/SRR13430595/SRR13430595_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/095/SRR13430595/SRR13430595_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/095/SRR13430595/SRR13430595_2.fastq.gz"
"SRX9845515","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845515_SRR13430594_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845515_SRR13430594_2.fastq.gz","SRR13430594","SRX9845515","SAMN17309761","SRS8027221","PRJNA691949","SRP301630","SRA1183599","DP102_ACTGAT_TechRep1.R1.fastq.gz","DP102","DC77","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP102","Illumina HiSeq 2500","ILLUMINA","3230800750","12923203","6565","Crassostrea virginica","Fed group: biological replicate for time point 28 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Fed group: biological replicate for time point 28 day","0119e4d31418f7b38b83a4e73649bea2;71d65e7f9cca216646539bd9f7de8da2","862322012;851500452","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/094/SRR13430594/SRR13430594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/094/SRR13430594/SRR13430594_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/094/SRR13430594/SRR13430594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/094/SRR13430594/SRR13430594_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/094/SRR13430594/SRR13430594_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/094/SRR13430594/SRR13430594_2.fastq.gz"
"SRX9845516","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845516_SRR13430593_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845516_SRR13430593_2.fastq.gz","SRR13430593","SRX9845516","SAMN17309762","SRS8027222","PRJNA691949","SRP301630","SRA1183599","DP103_GGCTAC_TechRep1.R1.fastq.gz","DP103","DC84","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP103","Illumina HiSeq 2500","ILLUMINA","2741946750","10967787","6565","Crassostrea virginica","Fed group: biological replicate for time point 28 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Fed group: biological replicate for time point 28 day","840a9399d909a8a93f10391584f8c311;e13051cb237c8a1d498facb4f4ec46c6","746534487;738359962","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/093/SRR13430593/SRR13430593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/093/SRR13430593/SRR13430593_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/093/SRR13430593/SRR13430593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/093/SRR13430593/SRR13430593_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/093/SRR13430593/SRR13430593_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/093/SRR13430593/SRR13430593_2.fastq.gz"
"SRX9845517","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845517_SRR13430592_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845517_SRR13430592_2.fastq.gz","SRR13430592","SRX9845517","SAMN17309763","SRS8027223","PRJNA691949","SRP301630","SRA1183599","DP104_ATTCCT_TechRep1.R1.fastq.gz","DP104","DC88","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP104","Illumina HiSeq 2500","ILLUMINA","2053722000","8214888","6565","Crassostrea virginica","Fed group: biological replicate for time point 28 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Fed group: biological replicate for time point 28 day","bf8b90b9f9c16dfa255b995161959b58;f039fba623684993cbc29edea2c6f881","557011481;546656187","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/092/SRR13430592/SRR13430592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/092/SRR13430592/SRR13430592_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/092/SRR13430592/SRR13430592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/092/SRR13430592/SRR13430592_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/092/SRR13430592/SRR13430592_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/092/SRR13430592/SRR13430592_2.fastq.gz"
"SRX9845518","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845518_SRR13430591_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845518_SRR13430591_2.fastq.gz","SRR13430591","SRX9845518","SAMN17309764","SRS8027225","PRJNA691949","SRP301630","SRA1183599","DP105_CGATGT_TechRep1.R1.fastq.gz","DP105","DC132","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP105","Illumina HiSeq 2500","ILLUMINA","2501440750","10005763","6565","Crassostrea virginica","Control group: biological replicate for time point 6 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 6 hour","0489ed5a832883ca566cb2d924e19132;2d1d316b7770e144088816b25ba2d642","660647969;667882609","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/091/SRR13430591/SRR13430591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/091/SRR13430591/SRR13430591_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/091/SRR13430591/SRR13430591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/091/SRR13430591/SRR13430591_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/091/SRR13430591/SRR13430591_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/091/SRR13430591/SRR13430591_2.fastq.gz"
"SRX9845519","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845519_SRR13430590_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845519_SRR13430590_2.fastq.gz","SRR13430590","SRX9845519","SAMN17309765","SRS8027224","PRJNA691949","SRP301630","SRA1183599","DP106_AGTCAA_TechRep1.R1.fastq.gz","DP106","DC141","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP106","Illumina HiSeq 2500","ILLUMINA","2792600250","11170401","6565","Crassostrea virginica","Control group: biological replicate for time point 6 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 6 hour","2c3b15aa7a20e779c290d43d4a7f23f0;076ba20098b1cc1d4c02ec824e381648","751807531;736042994","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/090/SRR13430590/SRR13430590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/090/SRR13430590/SRR13430590_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/090/SRR13430590/SRR13430590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/090/SRR13430590/SRR13430590_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/090/SRR13430590/SRR13430590_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/090/SRR13430590/SRR13430590_2.fastq.gz"
"SRX9845520","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845520_SRR13430589_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845520_SRR13430589_2.fastq.gz","SRR13430589","SRX9845520","SAMN17309766","SRS8027226","PRJNA691949","SRP301630","SRA1183599","DP107_TGACCA_TechRep1.R1.fastq.gz","DP107","DC149","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP107","Illumina HiSeq 2500","ILLUMINA","2663655250","10654621","6565","Crassostrea virginica","Control group: biological replicate for time point 6 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 6 hour","7a5c4db96bac9dcb6f1faec67a5c5ae5;e9e531142b80780680fefa8a42b8f1d3","727785730;712445685","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/089/SRR13430589/SRR13430589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/089/SRR13430589/SRR13430589_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/089/SRR13430589/SRR13430589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/089/SRR13430589/SRR13430589_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/089/SRR13430589/SRR13430589_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/089/SRR13430589/SRR13430589_2.fastq.gz"
"SRX9845521","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845521_SRR13430588_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845521_SRR13430588_2.fastq.gz","SRR13430588","SRX9845521","SAMN17309767","SRS8027227","PRJNA691949","SRP301630","SRA1183599","DP108_AGTTCC_TechRep1.R1.fastq.gz","DP108","DC142","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP108","Illumina HiSeq 2500","ILLUMINA","2642022000","10568088","6565","Crassostrea virginica","Control group: biological replicate for time point 36 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 36 hour","f625772c063e0c222008a298ca2c97dd;69b5f9d19a66ed04dc3083e64efd0ec6","712019986;710656685","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/088/SRR13430588/SRR13430588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/088/SRR13430588/SRR13430588_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/088/SRR13430588/SRR13430588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/088/SRR13430588/SRR13430588_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/088/SRR13430588/SRR13430588_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/088/SRR13430588/SRR13430588_2.fastq.gz"
"SRX9845522","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845522_SRR13430587_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845522_SRR13430587_2.fastq.gz","SRR13430587","SRX9845522","SAMN17309768","SRS8027228","PRJNA691949","SRP301630","SRA1183599","DP109_ACAGTG_TechRep1.R1.fastq.gz","DP109","DC148","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP109","Illumina HiSeq 2500","ILLUMINA","3675339500","14701358","6565","Crassostrea virginica","Control group: biological replicate for time point 36 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 36 hour","3553ae111bb1ed94f4fa2c350c96c1a4;e7c8771a745aaa5ac16f595d972420df","979322475;978259981","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/087/SRR13430587/SRR13430587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/087/SRR13430587/SRR13430587_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/087/SRR13430587/SRR13430587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/087/SRR13430587/SRR13430587_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/087/SRR13430587/SRR13430587_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/087/SRR13430587/SRR13430587_2.fastq.gz"
"SRX9845523","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845523_SRR13430586_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845523_SRR13430586_2.fastq.gz","SRR13430586","SRX9845523","SAMN17309742","SRS8027229","PRJNA691949","SRP301630","SRA1183599","DCS2015_P12_DC172_GTGAAA.R1.fastq.gz","DC172","DC172","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC172","Illumina HiSeq 2500","ILLUMINA","1967838500","7871354","6565","Crassostrea virginica","Control group: biological replicate for time point 28 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 28 day","8a69d570079e2a5a8ce7d8e3d1bf1e2c;c03e2f0ddeb3d14384880eda547bb0d3","554950685;520600759","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/086/SRR13430586/SRR13430586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/086/SRR13430586/SRR13430586_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/086/SRR13430586/SRR13430586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/086/SRR13430586/SRR13430586_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/086/SRR13430586/SRR13430586_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/086/SRR13430586/SRR13430586_2.fastq.gz"
"SRX9845524","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845524_SRR13430585_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845524_SRR13430585_2.fastq.gz","SRR13430585","SRX9845524","SAMN17309769","SRS8027230","PRJNA691949","SRP301630","SRA1183599","DP110_ATGTCA_TechRep1.R1.fastq.gz","DP110","DC154","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP110","Illumina HiSeq 2500","ILLUMINA","3346752500","13387010","6565","Crassostrea virginica","Control group: biological replicate for time point 36 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 36 hour","7141d0fa1836bbd4f4d01b6f2ff66f8e;860924f1008c453263c77bf53d46be75","916951147;920982246","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/085/SRR13430585/SRR13430585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/085/SRR13430585/SRR13430585_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/085/SRR13430585/SRR13430585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/085/SRR13430585/SRR13430585_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/085/SRR13430585/SRR13430585_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/085/SRR13430585/SRR13430585_2.fastq.gz"
"SRX9845525","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845525_SRR13430584_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845525_SRR13430584_2.fastq.gz","SRR13430584","SRX9845525","SAMN17309770","SRS8027231","PRJNA691949","SRP301630","SRA1183599","DP111_GCCAAT_TechRep1.R1.fastq.gz","DP111","DC131","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP111","Illumina HiSeq 2500","ILLUMINA","2982165250","11928661","6565","Crassostrea virginica","Control group: biological replicate for time point 7 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 7 day","ecc167f8e21274ea8ee6b5961779e2e8;aa507f7fcd478cbfe4c206b934e38771","812515486;801944846","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/084/SRR13430584/SRR13430584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/084/SRR13430584/SRR13430584_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/084/SRR13430584/SRR13430584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/084/SRR13430584/SRR13430584_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/084/SRR13430584/SRR13430584_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/084/SRR13430584/SRR13430584_2.fastq.gz"
"SRX9845526","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845526_SRR13430583_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845526_SRR13430583_2.fastq.gz","SRR13430583","SRX9845526","SAMN17309771","SRS8027232","PRJNA691949","SRP301630","SRA1183599","DP112_CCGTCC_TechRep1.R1.fastq.gz","DP112","DC139","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DP112","Illumina HiSeq 2500","ILLUMINA","2587589000","10350356","6565","Crassostrea virginica","Control group: biological replicate for time point 7 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 7 day","56caf90afc03224962f57bf9cde1795b;81da61e277f13cf1216fd1b27137919a","747483963;714467195","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/083/SRR13430583/SRR13430583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/083/SRR13430583/SRR13430583_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/083/SRR13430583/SRR13430583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/083/SRR13430583/SRR13430583_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/083/SRR13430583/SRR13430583_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/083/SRR13430583/SRR13430583_2.fastq.gz"
