Row.names,logFC,logCPM,LR,PValue,FDR,Protein.Name
gene11217,-0.123379361,3.859024129,0.069719889,0.791745059,0.98951987,A disintegrin and metalloproteinase with thrombospondin motifs 10-like
gene11218,-0.482035659,6.716755869,1.392372127,0.238004912,0.916485286,ubiquitin carboxyl-terminal hydrolase-like
gene11219,0.755199443,5.404654879,5.428983748,0.019805201,0.572691671,TBC1 domain family member 1-like isoform X1
gene11220,-0.058968412,5.84118255,0.027200229,0.869003077,0.993795637,uncharacterized protein LOC111124635 isoform X1
gene11221,-0.353335597,4.067193863,0.605836423,0.436359791,0.953854878,RNA-binding protein 41-like
gene11222,-2.703370485,2.865847536,8.579940175,0.003398865,0.351065253,transmembrane and TPR repeat-containing protein 1-like
gene11223,-0.442291468,3.574628541,0.740354139,0.389547459,0.94047713,gamma-glutamyltranspeptidase 1-like
gene11224,-0.374770655,6.806032126,1.886552841,0.16959124,0.888303206,uncharacterized protein LOC111124306
gene11225,-0.391573275,6.533281513,2.058773787,0.151331906,0.878894448,LOW QUALITY PROTEIN: Krueppel-like factor 8
gene11229,0.34591207,6.061268113,1.387835567,0.238770961,0.916485286,syntaxin-binding protein 1-like isoform X1
gene11230,-0.05166952,6.971369414,0.02610334,0.871648199,0.993795637,rap guanine nucleotide exchange factor 1-like isoform X1
gene11231,0.772705631,4.08350954,1.482760014,0.223343191,0.911328652,multidrug resistance-associated protein 4-like
gene11232,-0.145814464,5.891481012,0.184590934,0.667457193,0.98354685,kelch-like protein 24
gene11234,0.223337866,4.823293634,0.038045971,0.845350858,0.992241237,alpha-aspartyl dipeptidase-like
gene11235,-0.662357047,2.361299053,0.562713395,0.453169036,0.956091449,kelch-like protein 24
gene11236,-0.999133324,4.864244192,3.735762078,0.053259366,0.748988209,LOW QUALITY PROTEIN: alpha-aspartyl dipeptidase-like
gene11237,0.07370581,6.096375977,0.082382224,0.774094681,0.987968907,golgin subfamily A member 6-like protein 22
gene11238,-0.06268123,6.203724096,0.042512316,0.836646287,0.992241237,transcription initiation factor TFIID subunit 1-like isoform X1
gene11239,0.245570691,7.665385652,0.948561479,0.330085731,0.932260097,proteoglycan 4-like
gene11240,-0.093548458,6.80671719,0.079973267,0.777333642,0.987968907,coiled-coil domain-containing protein 105-like isoform X1
gene11241,0.241302496,6.429230921,1.239732713,0.265522573,0.92534935,ras-related protein Rab-14
gene11242,-0.756336861,5.202589582,4.438633063,0.035134367,0.689310769,LIM domain transcription factor LMO4.1-like isoform X1
gene11243,-0.338302073,8.014782127,2.097800869,0.147511167,0.876049419,protein SET-like
gene11245,0.804819982,4.552599256,1.682121851,0.194642747,0.898420206,acyl-CoA-binding domain-containing protein 6-like
gene11246,0.620234295,3.525914856,0.848144503,0.357077779,0.932260097,uncharacterized protein LOC111124750
gene11247,0.019397895,5.069210833,0.003398066,0.953515293,0.997184316,uncharacterized protein LOC111126432
gene11248,-0.142191465,5.916370809,0.191636435,0.661558103,0.982369733,60 kDa neurofilament protein-like isoform X1
gene11249,-0.237446537,5.626754316,0.438142309,0.508020449,0.963917812,MORN repeat-containing protein 5-like
gene11250,-0.093307432,4.391853208,0.054176563,0.815948867,0.992241237,geranylgeranyl transferase type-2 subunit beta-like
gene11251,-0.217681527,3.50933434,0.111483572,0.738461391,0.987392575,monocarboxylate transporter 14-like
gene11255,-1.016882897,4.223424534,3.950034668,0.046870402,0.721924337,uncharacterized protein LOC111123590
gene11256,-0.240993261,4.801062366,0.338860477,0.560487716,0.974759326,uncharacterized protein LOC111124526
gene11257,0.290838149,4.889549174,0.461212867,0.497057683,0.960259045,crystallin J1A-like
gene11258,0.597140756,4.312512551,2.227934041,0.135534968,0.863321167,ribonuclease 3-like isoform X1
gene11260,0.111524896,5.538172015,0.090353152,0.763728675,0.987968907,neuronal calcium sensor 1-like
gene11261,-0.203059304,3.297327308,0.146997641,0.701421192,0.985023853,uncharacterized protein LOC111122562
gene11262,0.371569445,2.999492195,0.395708264,0.529314054,0.967268978,E3 ubiquitin-protein ligase cblA-like
gene11263,0.032162218,3.072882481,0.003824731,0.950686734,0.997184316,probable ATP-dependent RNA helicase DDX31
gene11264,-1.388717092,3.996944884,4.509363381,0.033709785,0.67284357,ficolin-2-like isoform X1
gene11265,-0.249144219,8.441280171,0.840219283,0.359334063,0.932292887,uncharacterize lncRNA
gene11266,0.622687999,3.784479124,1.403329388,0.236166917,0.916485286,kynurenine--oxoglutarate transaminase 3-like isoform X1
gene11267,0.821839088,4.71774202,5.719085801,0.016781466,0.543870871,E3 ubiquitin-protein ligase LRSAM1-like
gene11268,-0.347943288,4.255078288,0.550009667,0.458313744,0.956091449,nmrA-like family domain-containing protein 1
gene1127,0.994486148,4.081061264,2.825033827,0.092804937,0.823220557,secretin receptor-like isoform X1
gene11270,-0.202002991,4.522640054,0.063993847,0.800291356,0.990432833,uncharacterized protein LOC111122584 isoform X1
gene11271,0.934781709,3.025335587,1.521219044,0.217435109,0.910591064,uncharacterized family 31 glucosidase KIAA1161-like
gene11272,-0.038551695,3.475316231,0.005993089,0.938293375,0.995047349,nuclear hormone receptor FTZ-F1 beta-like
gene11273,0.289577798,4.600506535,0.330933077,0.565110174,0.974934222,uncharacterized protein LOC111127495
gene11274,-0.043087075,3.81673895,0.008413964,0.926914421,0.993795637,THO complex subunit 4D-like
gene11275,-0.28826136,4.471548112,0.293119759,0.588228217,0.978656963,uncharacterized protein LOC111122662 isoform X1
gene11281,0.014909829,4.955233199,0.001596018,0.96813283,0.998340714,solute carrier family 35 member F5-like isoform X1
gene11283,-0.496463018,4.666803515,1.36003404,0.243531582,0.920448041,retinoic acid receptor alpha-A-like isoform X1
gene11284,-0.307538642,3.632430206,0.30273432,0.582173304,0.97701797,uncharacterized protein LOC111126513
gene11286,0.154266421,8.455587163,0.284385391,0.593841177,0.978656963,collagen alpha-1(I) chain-like isoform X1
gene11287,-0.148258625,2.327138265,0.02872845,0.865407548,0.993795637,alpha-N-acetylgalactosaminidase-like
gene11288,0.085048873,3.74722055,0.018525439,0.891735754,0.993795637,dnaJ homolog shv-like
gene11292,1.534197257,2.656306934,2.69949608,0.100379969,0.828830133,"alpha-(1,3)-fucosyltransferase 7-like isoform X1"
gene11293,-0.568438289,3.884833176,0.876222554,0.349238383,0.932260097,BET1-like protein
gene11294,-0.167184669,6.475890894,0.102034048,0.749402218,0.987968907,cell adhesion molecule 2-like isoform X1
gene11295,-1.667874755,3.394093518,3.469765066,0.062500187,0.771175114,dopamine D2-like receptor
gene11296,1.349149729,4.322961567,3.782917034,0.051778319,0.739526702,kin of IRRE-like protein 1 isoform X1
gene11297,-0.303353559,5.037423289,0.696258575,0.40404373,0.944652119,nephrin-like isoform X1
gene113,-0.168515272,10.04867654,0.295623303,0.586639316,0.977956509,LOW QUALITY PROTEIN: uncharacterized protein LOC111109745
gene11301,0.022734783,5.009224179,0.004165893,0.948537289,0.99702091,RNA-binding protein 42-like
gene11302,1.455696468,4.250098111,2.154255576,0.142175336,0.86582057,uncharacterized protein LOC111122552
gene11303,-0.305237795,5.146566997,0.480615008,0.488143875,0.959339323,glucose-6-phosphate exchanger SLC37A2-like isoform X1
gene11304,-0.791825981,5.949309424,1.920710705,0.165778334,0.887552152,senecionine N-oxygenase-like
gene11305,0.297278706,4.943837185,0.613330711,0.433536488,0.953042436,uncharacterized protein LOC111123643 isoform X1
gene11306,-0.287956997,5.502646449,0.511047493,0.474685756,0.957220732,LOW QUALITY PROTEIN: uncharacterized protein LOC111124311
gene11307,-0.029267165,6.557041957,0.01474892,0.903338473,0.993795637,frizzled-2-like
gene11308,0.152751158,6.313954537,0.219361831,0.639526602,0.981107713,calponin homology domain-containing protein DDB_G0272472-like isoform X19
gene11309,0.017610144,5.989993217,0.00170565,0.967057115,0.998340714,hypoxia up-regulated protein 1-like isoform X1
gene11310,-0.094179035,5.478333374,0.107377008,0.743150366,0.987968907,upstream stimulatory factor 2-like isoform X1
gene11311,-0.279703876,5.529612656,0.58661338,0.4437317,0.954654478,signal recognition particle receptor subunit alpha-like
gene11318,-0.52415865,5.499842776,0.397025793,0.528629273,0.967268978,serum amyloid A-5 protein-like
gene11319,0.338617357,3.614771396,0.304648771,0.58098263,0.97701797,nicastrin-like isoform X1
gene11320,0.07999878,6.538393261,0.084192516,0.771694244,0.987968907,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
gene11321,-0.644767085,3.415169632,1.580095541,0.208746932,0.905319868,cyclin-dependent kinases regulatory subunit 1-like
gene11322,0.021319821,3.961173207,0.000485597,0.982419022,0.99874498,uncharacterized protein LOC111126534
gene11324,-0.408269177,6.516106715,1.903481485,0.167689147,0.888303206,nucleolar protein 58-like
gene11325,-0.231977759,4.50625413,0.14440551,0.703940034,0.985225163,uncharacterized protein LOC111125560
gene11327,0.570814812,5.166822742,1.657347443,0.197961848,0.900688487,LOW QUALITY PROTEIN: inositol oxygenase-like
gene11330,0.240643253,3.976203523,0.160752603,0.688464557,0.984120103,metallophosphoesterase MPPED2-like
gene11331,0.153035992,5.870950047,0.274998901,0.599998009,0.978656963,vesicle-associated membrane protein 7-like
gene11334,0.053208966,5.376949402,0.019846071,0.887967835,0.993795637,LOW QUALITY PROTEIN: ran GTPase-activating protein 1-like
gene11335,0.590468527,3.4885985,1.488639714,0.222427636,0.911328652,uncharacterized protein LOC111125456
gene11337,0.501846989,4.928006187,1.814647469,0.177951726,0.893206937,LOW QUALITY PROTEIN: protein furry-like
gene11338,-0.384151704,7.12259583,1.796606083,0.180123345,0.893782014,LOW QUALITY PROTEIN: WD repeat-containing protein 5-like
gene11339,-0.020379096,8.849015032,0.009226878,0.923475588,0.993795637,bromodomain-containing protein 3-like
gene11340,0.746213411,2.485322837,0.923528973,0.336550082,0.932260097,LOW QUALITY PROTEIN: sideroflexin-2-like
gene11341,-0.172246685,5.061170351,0.171082787,0.679151288,0.98354685,LOW QUALITY PROTEIN: ADP-ribosylation factor-like protein 3
gene11343,0.135083197,6.177518818,0.279960003,0.596727433,0.978656963,rab GTPase-activating protein 1-like isoform X1
gene11344,-0.300755647,5.107165301,0.694320388,0.404698733,0.945082371,LOW QUALITY PROTEIN: LIM homeobox transcription factor 1-beta-like
gene11346,-0.022277973,2.536378463,0.001057066,0.974063302,0.998340714,LOW QUALITY PROTEIN: LIM homeobox transcription factor 1-beta.1-like
gene11347,0.35511196,5.741109423,1.379088262,0.240256511,0.917696254,roquin-1-like
gene11348,3.85E-05,3.73216659,5.97E-07,0.99938328,0.999952937,voltage-dependent calcium channel type A subunit alpha-1-like
gene11349,-0.572092505,4.412891946,2.175407689,0.14023235,0.864329875,uncharacterized protein LOC111124612 isoform X1
gene11350,-0.635335265,4.559135744,1.872712112,0.171164781,0.889863104,72 kDa inositol polyphosphate 5-phosphatase-like
gene11351,-0.215860637,3.751555262,0.168258943,0.681663798,0.983916125,uncharacterized protein LOC111123409 isoform X1
gene11352,0.013919455,9.565435969,0.001034794,0.974337906,0.998340714,tubulin beta chain-like
gene11353,0.070788734,4.615615468,0.020204843,0.886966469,0.993795637,uncharacterized protein LOC111125034 isoform X1
gene11354,-0.569523004,4.907294734,2.076669282,0.149566227,0.876049419,uncharacterized protein LOC111124316
gene11355,-0.218760997,4.049636585,0.334412438,0.563072364,0.974780859,"39S ribosomal protein L22, mitochondrial-like"
gene11357,-0.55971847,4.677408727,1.165876901,0.280250049,0.928733489,mitochondrial import inner membrane translocase subunit Tim8 A-like
gene11361,0.350142482,2.492252564,0.234397059,0.62828247,0.98077436,uncharacterized protein LOC111125095
gene11362,0.018849465,5.976005639,0.002422042,0.960748558,0.997272245,LOW QUALITY PROTEIN: alpha-N-acetylgalactosaminidase-like
gene11363,0.12238773,5.132298185,0.040209889,0.841070762,0.992241237,uncharacterized protein LOC111124317
gene11364,-0.085107262,6.030320105,0.083200717,0.773005861,0.987968907,LOW QUALITY PROTEIN: discoidin domain-containing receptor 2-like
gene11365,-0.154387406,3.282685894,0.079976107,0.777329792,0.987968907,LOW QUALITY PROTEIN: prolyl 4-hydroxylase subunit alpha-1-like
gene11369,-0.972800362,2.9885262,2.730126323,0.098471496,0.825167704,uncharacterized protein LOC111125398 isoform X1
gene11371,-1.13813338,4.246512676,2.586901335,0.107750951,0.837579189,cardioacceleratory peptide receptor-like
gene11374,-1.016279643,5.329615753,3.102894035,0.078153247,0.797959297,LOW QUALITY PROTEIN: cardioacceleratory peptide receptor-like
gene11375,0.285797841,5.732768899,1.212295299,0.27087802,0.928428024,next to BRCA1 gene 1 protein-like isoform X1
gene11376,0.189452434,8.083738563,0.592695223,0.441378781,0.953854878,uncharacterized protein LOC111124322
gene11377,-0.28036444,7.171889317,1.025851679,0.311134984,0.932260097,LOW QUALITY PROTEIN: advillin-like
gene11379,0.254948285,8.417503892,0.411588155,0.521164519,0.965535754,dnaJ homolog subfamily C member 7-like
gene11380,-0.636542123,3.394215241,0.914520213,0.338917911,0.932260097,putative carbonic anhydrase-like protein 1
gene11382,1.254300139,3.075467081,2.026263212,0.154600322,0.88006244,uncharacterized protein LOC111125117
gene11385,-0.491547277,3.783678705,0.424936585,0.514484006,0.964536301,LOW QUALITY PROTEIN: neuronal acetylcholine receptor subunit alpha-2-like
gene11387,0.218373113,6.988265627,0.669960439,0.4130654,0.946502987,uncharacterized protein LOC111126020
gene11388,-0.640799766,4.960423684,1.939719525,0.163698991,0.886016978,LOW QUALITY PROTEIN: AP-3 complex subunit mu-1-like
gene11390,0.605896529,4.124821482,2.191557529,0.138768929,0.864329875,LOW QUALITY PROTEIN: ubiquitin carboxyl-terminal hydrolase isozyme L5-like
gene11391,0.076168523,6.017612696,0.057856154,0.809917036,0.991391134,LOW QUALITY PROTEIN: neurogenic locus notch homolog protein 1-like
gene11392,1.051475738,4.20915781,6.469178047,0.010976129,0.504744325,U3 small nucleolar ribonucleoprotein protein IMP3-like
gene11393,0.964391274,2.629318287,2.390927557,0.122041197,0.854029008,gamma-aminobutyric acid receptor alpha-like
gene11395,-0.129154435,4.644307174,0.069844223,0.791563726,0.98951987,uncharacterized protein LOC111123837
gene11396,0.038775756,5.443066701,0.010643866,0.917828752,0.993795637,coiled-coil domain-containing protein 158-like isoform X1
gene11397,-0.19739677,5.329108669,0.284598704,0.593702783,0.978656963,uncharacterized protein LOC111123001
gene11398,0.146482197,5.348270629,0.12717755,0.721376591,0.986220354,uncharacterized protein LOC111126223 isoform X1
gene11399,-0.968247631,5.396146045,3.860241868,0.0494432,0.732911251,uncharacterized protein LOC111126224
gene114,1.456709141,2.99720313,2.727931834,0.098606902,0.825167704,tripartite motif-containing protein 2-like
gene11400,-0.254507552,5.366349158,0.538655935,0.462990285,0.956091449,dolichyl-phosphate beta-glucosyltransferase-like
gene11402,-0.165389327,4.164558212,0.107390117,0.743135241,0.987968907,testis-expressed protein 26-like
gene11404,-0.622651712,5.958020581,3.230798578,0.072265441,0.785599139,LOW QUALITY PROTEIN: uncharacterized protein LOC111125225
gene11405,-0.076777362,4.98133097,0.053185959,0.817609398,0.992241237,stromal interaction molecule 1-like
gene11407,-0.174208154,3.223258839,0.05073768,0.821784592,0.992241237,protein phosphatase methylesterase 1-like isoform X1
gene11412,-2.420649665,3.14239661,7.350378384,0.006704864,0.433059736,U3 small nucleolar RNA-associated protein 18 homolog
gene11413,-0.209098571,2.737561108,0.05623565,0.81254774,0.991951417,cysteine-rich hydrophobic domain-containing protein 2-like
gene11415,-0.463731037,3.336083125,0.414326549,0.519781649,0.965262428,uncharacterized protein LOC111124753
gene11416,1.355571378,3.596623201,3.593812488,0.057995049,0.757555901,uncharacterized protein LOC111127142
